event_id,event_ts,user_id,channel,title,genre,device,watch_minutes,completed,age,gender,city,date,hour
E005562,2026-03-14 18:27:00,U00864,Portal,Regional Report,Entertainment,Smart TV,20,False,61,F,Cali,2026-03-14,18
E005563,2026-03-14 06:48:00,U02208,DITU,Prime Novela B,News,Smart TV,25,False,65,M,Medellín,2026-03-14,6
E005564,2026-01-12 03:20:00,U03707,YouTube,Streaming Exclusive 02,News,Mobile,7,False,25,F,Medellín,2026-01-12,3
E005565,2026-03-09 00:44:00,U02762,TV,Radio Morning Drive,Kids,Radio set,28,True,41,M,Cali,2026-03-09,0
E005566,2026-03-27 05:47:00,U00428,DITU,Streaming Exclusive 01,Novela,Mobile,39,True,63,F,Cali,2026-03-27,5
E005567,2026-01-27 07:03:00,U03143,TV,Regional Report,Kids,Mobile,30,True,42,M,Bucaramanga,2026-01-27,7
E005568,2026-03-15 08:22:00,U03242,Radio,Streaming Exclusive 02,News,Smart TV,42,True,28,M,Cali,2026-03-15,8
E005569,2026-02-01 12:00:00,U04649,TV,Regional Report,Novela,Mobile,21,False,33,F,Barranquilla,2026-02-01,12
E005570,2026-01-20 02:37:00,U01329,YouTube,Radio Morning Drive,Novela,Desktop,19,False,55,F,Other,2026-01-20,2
E005571,2026-03-07 17:59:00,U00192,Portal,Prime Novela A,Sports,Mobile,11,True,53,F,Medellín,2026-03-07,17
E005572,2026-01-15 20:49:00,U03748,DITU,Weekend Special,News,Desktop,42,False,74,F,Other,2026-01-15,20
E005573,2026-02-13 07:31:00,U03514,TV,Regional Report,Sports,Mobile,38,False,24,F,Cali,2026-02-13,7
E005574,2026-03-26 06:39:00,U02597,TV,Streaming Exclusive 02,Sports,Smart TV,33,False,45,F,Barranquilla,2026-03-26,6
E005575,2026-01-15 02:51:00,U03461,TV,Talk Show Central,Novela,Smart TV,24,False,40,F,Bogotá,2026-01-15,2
E005576,2026-01-15 00:18:00,U00895,Radio,Match Night,Entertainment,Smart TV,4,True,60,F,Barranquilla,2026-01-15,0
E005577,2026-03-26 20:41:00,U00629,TV,Match Night,News,Smart TV,20,True,45,M,Barranquilla,2026-03-26,20
E005578,2026-03-11 22:32:00,U02012,DITU,Radio Morning Drive,Novela,Desktop,76,False,39,F,Medellín,2026-03-11,22
E005579,2026-02-11 13:05:00,U04471,TV,Regional Report,Novela,Radio set,22,False,39,M,Bucaramanga,2026-02-11,13
E005580,2026-02-06 11:21:00,U02572,YouTube,YouTube Clip Hour,News,Smart TV,11,False,71,M,Medellín,2026-02-06,11
E005581,2026-03-28 18:13:00,U03197,DITU,Streaming Exclusive 01,Documentary,Mobile,41,False,29,F,Bogotá,2026-03-28,18
E005582,2026-03-07 03:25:00,U04980,DITU,Prime Novela A,Kids,Mobile,45,False,51,F,Other,2026-03-07,3
E005583,2026-03-23 17:45:00,U01514,TV,Streaming Exclusive 01,Kids,Smart TV,17,True,35,F,Bogotá,2026-03-23,17
E005584,2026-01-09 06:23:00,U02402,Radio,YouTube Clip Hour,News,Mobile,55,True,49,F,Bogotá,2026-01-09,6
E005585,2026-02-17 17:50:00,U03429,YouTube,Portal Catch-up,Entertainment,Mobile,15,False,62,M,Other,2026-02-17,17
E005586,2026-03-07 06:07:00,U00757,TV,Regional Report,News,Smart TV,4,False,59,M,Bogotá,2026-03-07,6
E005587,2026-01-04 05:15:00,U02010,Portal,Talk Show Central,Kids,Smart TV,1,False,53,F,Bogotá,2026-01-04,5
E005588,2026-02-16 01:43:00,U02777,Portal,Kids Club,Entertainment,Mobile,12,False,46,M,Cali,2026-02-16,1
E005589,2026-01-06 00:10:00,U01519,DITU,Streaming Exclusive 02,Entertainment,Smart TV,16,False,45,M,Bogotá,2026-01-06,0
E005590,2026-03-23 00:49:00,U01102,Radio,Prime Novela A,Sports,Mobile,46,False,43,F,Bogotá,2026-03-23,0
E005591,2026-03-03 06:51:00,U02190,TV,YouTube Clip Hour,Kids,Smart TV,20,True,50,F,Barranquilla,2026-03-03,6
E005592,2026-01-17 22:56:00,U04398,Portal,Regional Report,Sports,Smart TV,22,False,31,F,Bogotá,2026-01-17,22
E005593,2026-02-16 22:20:00,U02081,Portal,Weekend Special,Kids,Smart TV,22,False,64,M,Barranquilla,2026-02-16,22
E005594,2026-01-10 20:12:00,U04171,YouTube,Late Night Desk,Kids,Smart TV,3,False,37,F,Medellín,2026-01-10,20
E005595,2026-03-14 08:19:00,U03383,YouTube,Morning News Live,Kids,Mobile,9,False,72,M,Bucaramanga,2026-03-14,8
E005596,2026-01-18 15:50:00,U00644,TV,YouTube Clip Hour,News,Mobile,18,False,44,F,Bogotá,2026-01-18,15
E005597,2026-02-24 15:43:00,U04571,TV,Radio Morning Drive,Kids,Tablet,36,False,56,M,Barranquilla,2026-02-24,15
E005598,2026-01-08 01:43:00,U02942,DITU,Kids Club,Sports,Radio set,34,True,71,F,Bucaramanga,2026-01-08,1
E005599,2026-01-15 05:04:00,U02845,Radio,Streaming Exclusive 01,Documentary,Mobile,65,False,42,F,Bogotá,2026-01-15,5
E005600,2026-03-30 05:07:00,U03483,TV,Late Night Desk,Entertainment,Mobile,40,False,62,F,Bucaramanga,2026-03-30,5
E005601,2026-02-04 17:26:00,U00209,DITU,Prime Novela B,Novela,Smart TV,35,True,31,F,Bogotá,2026-02-04,17
E005602,2026-01-12 01:22:00,U01259,TV,Weekend Special,Sports,Smart TV,17,False,47,F,Other,2026-01-12,1
E005603,2026-03-04 23:45:00,U03974,DITU,YouTube Clip Hour,Documentary,Smart TV,22,True,31,F,Cali,2026-03-04,23
E005604,2026-01-19 01:50:00,U03132,DITU,Prime Novela A,Sports,Smart TV,50,False,43,F,Bogotá,2026-01-19,1
E005605,2026-02-23 01:07:00,U01948,Radio,Late Night Desk,News,Mobile,37,False,70,M,Medellín,2026-02-23,1
E005606,2026-03-14 20:55:00,U02314,TV,Weekend Special,Documentary,Mobile,16,False,19,F,Other,2026-03-14,20
E005607,2026-03-03 12:10:00,U03099,TV,Weekend Special,Sports,Radio set,35,False,26,F,Cali,2026-03-03,12
E005608,2026-01-23 04:59:00,U02411,TV,Radio Morning Drive,News,Tablet,35,True,47,F,Bogotá,2026-01-23,4
E005609,2026-01-22 07:50:00,U02287,YouTube,Kids Club,Sports,Smart TV,4,True,69,F,Bogotá,2026-01-22,7
E005610,2026-01-21 00:09:00,U02757,YouTube,Morning News Live,Sports,Tablet,14,False,68,M,Cali,2026-01-21,0
E005611,2026-02-26 21:00:00,U01408,TV,Late Night Desk,Novela,Desktop,32,False,67,M,Other,2026-02-26,21
E005612,2026-03-02 12:11:00,U02851,TV,Streaming Exclusive 02,Novela,Desktop,45,False,27,F,Other,2026-03-02,12
E005613,2026-02-16 21:17:00,U03461,DITU,YouTube Clip Hour,Novela,Mobile,35,True,40,F,Bogotá,2026-02-16,21
E005614,2026-02-05 21:19:00,U03549,TV,Kids Club,Documentary,Radio set,25,True,34,F,Bogotá,2026-02-05,21
E005615,2026-01-06 14:07:00,U03102,Portal,Kids Club,Kids,Smart TV,24,False,23,M,Bogotá,2026-01-06,14
E005616,2026-03-17 04:38:00,U02263,Portal,Prime Novela B,Kids,Smart TV,30,False,17,M,Other,2026-03-17,4
E005617,2026-03-01 09:58:00,U03276,DITU,Match Night,News,Desktop,45,False,70,F,Bogotá,2026-03-01,9
E005618,2026-02-27 10:39:00,U03614,YouTube,Streaming Exclusive 01,News,Mobile,13,False,20,F,Other,2026-02-27,10
E005619,2026-01-10 08:02:00,U01552,DITU,Regional Report,Sports,Mobile,27,False,66,M,Barranquilla,2026-01-10,8
E005620,2026-01-26 22:32:00,U02430,TV,Kids Club,News,Mobile,21,True,31,F,Bogotá,2026-01-26,22
E005621,2026-01-28 08:11:00,U03390,YouTube,Portal Catch-up,Kids,Radio set,10,True,56,F,Bogotá,2026-01-28,8
E005622,2026-02-23 19:30:00,U03315,YouTube,Radio Morning Drive,Sports,Mobile,17,False,39,F,Cali,2026-02-23,19
E005623,2026-03-12 20:37:00,U02481,DITU,Streaming Exclusive 01,Novela,Smart TV,46,True,54,F,Other,2026-03-12,20
E005624,2026-03-19 23:33:00,U01316,TV,Late Night Desk,Sports,Mobile,16,False,33,F,Medellín,2026-03-19,23
E005625,2026-02-16 23:41:00,U04551,TV,Streaming Exclusive 02,Novela,Mobile,35,False,18,F,Other,2026-02-16,23
E005626,2026-02-02 19:16:00,U02709,DITU,Kids Club,Sports,Smart TV,34,False,59,F,Bogotá,2026-02-02,19
E005627,2026-02-06 17:30:00,U02705,DITU,Prime Novela B,News,Mobile,35,False,20,M,Bogotá,2026-02-06,17
E005628,2026-03-08 06:46:00,U02340,Portal,Radio Morning Drive,Sports,Mobile,25,True,21,M,Bogotá,2026-03-08,6
E005629,2026-01-29 15:03:00,U03801,TV,YouTube Clip Hour,Kids,Mobile,35,False,70,F,Bogotá,2026-01-29,15
E005630,2026-02-07 10:11:00,U01511,YouTube,Match Night,News,Mobile,14,True,35,F,Bogotá,2026-02-07,10
E005631,2026-03-12 18:18:00,U04687,Radio,Morning News Live,News,Mobile,77,True,71,F,Bogotá,2026-03-12,18
E005632,2026-02-18 21:02:00,U00312,TV,Radio Morning Drive,News,Desktop,2,False,55,M,Other,2026-02-18,21
E005633,2026-02-12 02:16:00,U00063,YouTube,Radio Morning Drive,Novela,Mobile,19,False,37,F,Barranquilla,2026-02-12,2
E005634,2026-03-08 00:47:00,U02551,DITU,Streaming Exclusive 02,News,Radio set,20,False,54,F,Bogotá,2026-03-08,0
E005635,2026-01-26 23:26:00,U04297,YouTube,Regional Report,News,Mobile,11,False,42,F,Bucaramanga,2026-01-26,23
E005636,2026-01-06 10:44:00,U00049,Radio,Late Night Desk,News,Tablet,40,True,55,F,Bogotá,2026-01-06,10
E005637,2026-03-12 22:54:00,U03395,Radio,Morning News Live,Sports,Smart TV,39,False,35,M,Bogotá,2026-03-12,22
E005638,2026-02-10 22:41:00,U01950,DITU,Kids Club,Entertainment,Tablet,21,False,34,F,Bogotá,2026-02-10,22
E005639,2026-01-30 07:01:00,U00109,Portal,Talk Show Central,News,Desktop,4,False,43,F,Barranquilla,2026-01-30,7
E005640,2026-01-09 13:39:00,U01854,YouTube,Morning News Live,Novela,Smart TV,1,False,25,M,Bogotá,2026-01-09,13
E005641,2026-03-25 08:50:00,U03234,Portal,Prime Novela A,Sports,Mobile,16,False,16,Other,Other,2026-03-25,8
E005642,2026-03-07 06:00:00,U03169,Radio,Radio Morning Drive,News,Radio set,42,False,64,F,Cali,2026-03-07,6
E005643,2026-01-25 16:00:00,U04245,YouTube,Prime Novela A,Kids,Desktop,16,False,36,F,Bogotá,2026-01-25,16
E005644,2026-02-24 16:51:00,U04938,TV,Regional Report,Entertainment,Mobile,39,False,50,F,Medellín,2026-02-24,16
E005645,2026-02-11 18:58:00,U00273,TV,Radio Morning Drive,Novela,Desktop,35,True,24,F,Other,2026-02-11,18
E005646,2026-01-30 10:10:00,U04291,Portal,Late Night Desk,News,Smart TV,27,False,20,M,Medellín,2026-01-30,10
E005647,2026-01-29 01:05:00,U00049,TV,Match Night,Entertainment,Radio set,13,False,55,F,Bogotá,2026-01-29,1
E005648,2026-01-07 20:46:00,U04876,YouTube,Streaming Exclusive 01,Entertainment,Smart TV,20,False,55,F,Bogotá,2026-01-07,20
E005649,2026-03-29 17:31:00,U03870,YouTube,Prime Novela B,Novela,Radio set,15,False,57,M,Barranquilla,2026-03-29,17
E005650,2026-03-25 07:43:00,U04755,Portal,Portal Catch-up,Documentary,Mobile,5,False,28,F,Cali,2026-03-25,7
E005651,2026-03-20 08:20:00,U00339,Portal,Match Night,Sports,Radio set,28,False,27,M,Medellín,2026-03-20,8
E005652,2026-01-29 08:24:00,U00371,TV,Talk Show Central,Documentary,Smart TV,14,False,35,F,Cali,2026-01-29,8
E005653,2026-03-31 17:14:00,U04928,YouTube,Late Night Desk,Novela,Tablet,3,False,50,M,Bogotá,2026-03-31,17
E005654,2026-01-25 18:48:00,U01410,Portal,Late Night Desk,Novela,Mobile,33,True,32,F,Bucaramanga,2026-01-25,18
E005655,2026-03-16 04:49:00,U01908,TV,Portal Catch-up,Entertainment,Radio set,27,False,25,F,Medellín,2026-03-16,4
E005656,2026-01-10 02:10:00,U01485,DITU,YouTube Clip Hour,News,Smart TV,19,False,40,M,Medellín,2026-01-10,2
E005657,2026-01-28 22:35:00,U00784,YouTube,Match Night,Novela,Mobile,7,True,23,F,Bogotá,2026-01-28,22
E005658,2026-02-21 23:04:00,U00356,DITU,Portal Catch-up,Kids,Desktop,57,True,74,M,Other,2026-02-21,23
E005659,2026-03-29 02:24:00,U00677,DITU,Match Night,Documentary,Mobile,16,False,50,M,Other,2026-03-29,2
E005660,2026-01-24 21:48:00,U04234,TV,Streaming Exclusive 01,Entertainment,Radio set,23,False,31,F,Bucaramanga,2026-01-24,21
E005661,2026-02-08 21:57:00,U00135,Portal,YouTube Clip Hour,Entertainment,Smart TV,16,False,62,F,Cali,2026-02-08,21
E005662,2026-03-17 20:33:00,U04477,TV,Regional Report,Novela,Mobile,57,True,71,F,Bucaramanga,2026-03-17,20
E005663,2026-02-12 12:07:00,U01101,DITU,Match Night,Documentary,Mobile,11,False,44,M,Bogotá,2026-02-12,12
E005664,2026-03-03 10:46:00,U03025,YouTube,Kids Club,Documentary,Mobile,1,True,38,M,Bogotá,2026-03-03,10
E005665,2026-02-07 15:34:00,U01287,TV,Portal Catch-up,Documentary,Smart TV,18,True,69,M,Other,2026-02-07,15
E005666,2026-01-01 08:27:00,U04455,DITU,Match Night,Entertainment,Mobile,26,False,52,M,Barranquilla,2026-01-01,8
E005667,2026-01-26 11:28:00,U00203,TV,Prime Novela B,Kids,Mobile,25,True,45,M,Medellín,2026-01-26,11
E005668,2026-02-20 21:51:00,U03572,TV,Streaming Exclusive 01,Novela,Desktop,19,False,65,F,Bogotá,2026-02-20,21
E005669,2026-01-02 18:02:00,U04673,DITU,YouTube Clip Hour,News,Smart TV,53,True,28,F,Barranquilla,2026-01-02,18
E005670,2026-01-21 20:45:00,U02203,DITU,Streaming Exclusive 01,News,Mobile,39,True,18,M,Medellín,2026-01-21,20
E005671,2026-03-27 18:42:00,U02254,DITU,Talk Show Central,Sports,Smart TV,20,False,45,F,Medellín,2026-03-27,18
E005672,2026-01-02 09:11:00,U00750,TV,Weekend Special,Documentary,Mobile,22,False,25,F,Medellín,2026-01-02,9
E005673,2026-01-23 06:20:00,U04394,DITU,Kids Club,News,Mobile,33,False,19,M,Bogotá,2026-01-23,6
E005674,2026-02-25 17:49:00,U04793,TV,Radio Morning Drive,Sports,Mobile,38,True,73,F,Bucaramanga,2026-02-25,17
E005675,2026-02-20 16:14:00,U02483,TV,Regional Report,Documentary,Smart TV,35,False,26,Other,Bogotá,2026-02-20,16
E005676,2026-01-19 10:36:00,U03462,TV,Prime Novela B,News,Mobile,33,True,71,F,Bogotá,2026-01-19,10
E005677,2026-01-06 08:43:00,U03791,TV,Morning News Live,News,Desktop,16,False,22,M,Barranquilla,2026-01-06,8
E005678,2026-03-22 23:12:00,U01771,YouTube,Late Night Desk,News,Smart TV,14,False,35,F,Other,2026-03-22,23
E005679,2026-02-19 13:47:00,U00020,Radio,Weekend Special,Sports,Smart TV,17,False,42,F,Bogotá,2026-02-19,13
E005680,2026-02-21 14:30:00,U00644,TV,Streaming Exclusive 01,Novela,Desktop,32,False,44,F,Bogotá,2026-02-21,14
E005681,2026-01-06 04:41:00,U04485,YouTube,Late Night Desk,Documentary,Tablet,21,True,43,F,Bogotá,2026-01-06,4
E005682,2026-01-19 19:50:00,U03995,TV,Radio Morning Drive,Kids,Desktop,1,False,46,M,Other,2026-01-19,19
E005683,2026-01-07 13:29:00,U00475,DITU,Streaming Exclusive 02,Novela,Mobile,36,False,53,M,Medellín,2026-01-07,13
E005684,2026-03-30 02:54:00,U04011,DITU,Match Night,Kids,Mobile,36,True,36,F,Bucaramanga,2026-03-30,2
E005685,2026-03-11 06:39:00,U04416,TV,YouTube Clip Hour,News,Mobile,36,False,42,M,Other,2026-03-11,6
E005686,2026-02-19 04:18:00,U02716,YouTube,Match Night,Kids,Mobile,7,True,43,M,Medellín,2026-02-19,4
E005687,2026-03-03 06:40:00,U02257,TV,Streaming Exclusive 01,Documentary,Smart TV,17,True,62,M,Medellín,2026-03-03,6
E005688,2026-01-15 21:25:00,U05000,Portal,Weekend Special,Documentary,Smart TV,19,False,45,F,Bogotá,2026-01-15,21
E005689,2026-03-30 22:35:00,U04360,YouTube,Weekend Special,Kids,Desktop,17,False,73,M,Bogotá,2026-03-30,22
E005690,2026-02-16 13:14:00,U01933,YouTube,Streaming Exclusive 01,Documentary,Smart TV,13,False,65,M,Bucaramanga,2026-02-16,13
E005691,2026-02-16 11:52:00,U02385,TV,Talk Show Central,Novela,Desktop,35,False,26,F,Other,2026-02-16,11
E005692,2026-03-28 08:11:00,U04711,DITU,Talk Show Central,Novela,Desktop,50,False,32,M,Medellín,2026-03-28,8
E005693,2026-01-09 15:13:00,U04608,YouTube,Morning News Live,Novela,Mobile,8,True,44,F,Cali,2026-01-09,15
E005694,2026-02-08 04:17:00,U03152,DITU,Late Night Desk,News,Mobile,38,False,29,F,Medellín,2026-02-08,4
E005695,2026-01-08 22:40:00,U03243,YouTube,Radio Morning Drive,Entertainment,Mobile,16,False,68,F,Bucaramanga,2026-01-08,22
E005696,2026-02-08 06:44:00,U03683,DITU,Prime Novela A,Novela,Mobile,24,False,28,M,Bucaramanga,2026-02-08,6
E005697,2026-01-25 01:07:00,U01445,YouTube,Streaming Exclusive 02,Sports,Mobile,6,False,24,M,Bogotá,2026-01-25,1
E005698,2026-02-11 12:02:00,U04586,YouTube,Radio Morning Drive,Sports,Smart TV,1,True,52,M,Barranquilla,2026-02-11,12
E005699,2026-03-05 04:18:00,U01471,DITU,Streaming Exclusive 01,News,Mobile,59,True,68,M,Other,2026-03-05,4
E005700,2026-01-26 05:01:00,U04156,Radio,Prime Novela B,Sports,Mobile,83,False,27,M,Medellín,2026-01-26,5
E005701,2026-01-05 14:35:00,U04101,YouTube,Match Night,Sports,Mobile,6,False,21,M,Bogotá,2026-01-05,14
E005702,2026-01-15 13:27:00,U01444,TV,Match Night,Documentary,Desktop,32,True,41,M,Cali,2026-01-15,13
E005703,2026-03-06 10:05:00,U04039,TV,Morning News Live,Novela,Mobile,40,True,34,M,Medellín,2026-03-06,10
E005704,2026-02-22 02:29:00,U04337,YouTube,Kids Club,Entertainment,Smart TV,2,True,60,M,Bogotá,2026-02-22,2
E005705,2026-03-30 01:53:00,U02484,YouTube,Late Night Desk,Sports,Mobile,14,False,34,M,Bogotá,2026-03-30,1
E005706,2026-03-22 11:28:00,U02699,Radio,Prime Novela A,Kids,Desktop,67,False,23,M,Barranquilla,2026-03-22,11
E005707,2026-01-15 12:00:00,U02547,YouTube,Portal Catch-up,News,Mobile,10,False,62,M,Bogotá,2026-01-15,12
E005708,2026-03-08 05:10:00,U00225,TV,Radio Morning Drive,Novela,Smart TV,24,True,58,M,Bogotá,2026-03-08,5
E005709,2026-01-09 03:03:00,U02703,TV,Prime Novela A,Sports,Mobile,41,True,29,F,Bogotá,2026-01-09,3
E005710,2026-01-09 15:45:00,U03370,YouTube,Streaming Exclusive 01,Novela,Desktop,8,False,22,M,Bogotá,2026-01-09,15
E005711,2026-03-13 09:12:00,U02807,DITU,Streaming Exclusive 02,News,Smart TV,28,True,33,F,Other,2026-03-13,9
E005712,2026-02-06 01:50:00,U02499,Radio,Streaming Exclusive 01,Novela,Mobile,36,True,17,F,Medellín,2026-02-06,1
E005713,2026-03-31 18:58:00,U02507,YouTube,Streaming Exclusive 02,Entertainment,Smart TV,26,True,43,F,Bucaramanga,2026-03-31,18
E005714,2026-01-01 11:26:00,U02684,Radio,Prime Novela B,News,Mobile,56,False,63,F,Barranquilla,2026-01-01,11
E005715,2026-02-15 05:38:00,U04646,Portal,Prime Novela A,Sports,Mobile,23,False,39,F,Barranquilla,2026-02-15,5
E005716,2026-01-28 17:09:00,U02058,YouTube,Talk Show Central,News,Radio set,16,False,59,M,Barranquilla,2026-01-28,17
E005717,2026-03-30 16:29:00,U01122,YouTube,Streaming Exclusive 02,Documentary,Smart TV,3,True,20,M,Bogotá,2026-03-30,16
E005718,2026-03-02 05:51:00,U00321,YouTube,Prime Novela B,Entertainment,Mobile,16,True,34,M,Bogotá,2026-03-02,5
E005719,2026-03-11 11:15:00,U04354,YouTube,Streaming Exclusive 01,Entertainment,Mobile,8,False,40,M,Medellín,2026-03-11,11
E005720,2026-01-27 02:54:00,U00902,Portal,Prime Novela A,Entertainment,Mobile,16,False,18,F,Bucaramanga,2026-01-27,2
E005721,2026-03-22 12:03:00,U02086,TV,Prime Novela A,News,Radio set,22,False,54,M,Bucaramanga,2026-03-22,12
E005722,2026-03-17 15:36:00,U03783,Radio,Weekend Special,Kids,Desktop,60,True,22,F,Medellín,2026-03-17,15
E005723,2026-03-12 13:31:00,U00893,YouTube,Match Night,Sports,Desktop,27,True,46,F,Other,2026-03-12,13
E005724,2026-02-12 23:08:00,U01172,DITU,Weekend Special,Kids,Smart TV,22,False,53,F,Cali,2026-02-12,23
E005725,2026-03-24 23:25:00,U03177,TV,Match Night,Entertainment,Smart TV,38,False,52,F,Bogotá,2026-03-24,23
E005726,2026-03-02 05:24:00,U03139,TV,Streaming Exclusive 01,News,Mobile,24,True,43,M,Bogotá,2026-03-02,5
E005727,2026-01-06 21:55:00,U01217,YouTube,Prime Novela A,Sports,Smart TV,18,False,45,F,Barranquilla,2026-01-06,21
E005728,2026-03-21 13:08:00,U02710,TV,Weekend Special,Novela,Desktop,29,False,67,F,Bogotá,2026-03-21,13
E005729,2026-01-02 21:13:00,U03521,TV,Regional Report,News,Mobile,18,False,64,F,Other,2026-01-02,21
E005730,2026-03-03 10:52:00,U01107,TV,Radio Morning Drive,Sports,Desktop,18,True,30,F,Bogotá,2026-03-03,10
E005731,2026-01-23 11:49:00,U02217,DITU,Streaming Exclusive 02,Entertainment,Smart TV,36,False,42,F,Medellín,2026-01-23,11
E005732,2026-03-22 18:13:00,U01403,Radio,Weekend Special,Documentary,Tablet,49,True,33,M,Barranquilla,2026-03-22,18
E005733,2026-03-07 16:19:00,U04701,YouTube,Streaming Exclusive 02,News,Mobile,16,False,68,M,Medellín,2026-03-07,16
E005734,2026-03-14 17:25:00,U01918,DITU,Weekend Special,Sports,Radio set,93,False,44,M,Bogotá,2026-03-14,17
E005735,2026-03-04 23:37:00,U04280,Radio,Prime Novela A,Novela,Mobile,53,True,65,M,Barranquilla,2026-03-04,23
E005736,2026-02-21 00:51:00,U04401,DITU,Match Night,Kids,Smart TV,16,False,38,F,Medellín,2026-02-21,0
E005737,2026-03-19 17:41:00,U00839,Radio,Prime Novela A,News,Smart TV,67,False,16,F,Bogotá,2026-03-19,17
E005738,2026-01-27 18:01:00,U04707,Radio,Regional Report,Documentary,Mobile,54,True,43,F,Cali,2026-01-27,18
E005739,2026-02-17 13:17:00,U00246,YouTube,Prime Novela A,Sports,Desktop,11,False,20,M,Bucaramanga,2026-02-17,13
E005740,2026-01-27 19:59:00,U01934,YouTube,YouTube Clip Hour,Entertainment,Tablet,4,True,72,F,Medellín,2026-01-27,19
E005741,2026-01-11 05:32:00,U00795,Portal,Morning News Live,Documentary,Smart TV,16,True,41,M,Medellín,2026-01-11,5
E005742,2026-03-20 18:42:00,U00231,DITU,Radio Morning Drive,News,Smart TV,61,False,43,M,Bogotá,2026-03-20,18
E005743,2026-02-14 17:33:00,U02760,DITU,YouTube Clip Hour,Entertainment,Mobile,49,True,41,M,Bogotá,2026-02-14,17
E005744,2026-01-05 20:23:00,U03005,TV,Prime Novela B,Kids,Smart TV,42,True,57,M,Other,2026-01-05,20
E005745,2026-03-16 06:23:00,U02910,TV,Kids Club,Entertainment,Desktop,42,False,36,F,Bucaramanga,2026-03-16,6
E005746,2026-03-26 17:30:00,U02088,TV,Morning News Live,Entertainment,Smart TV,28,False,55,M,Other,2026-03-26,17
E005747,2026-03-01 13:16:00,U03935,Portal,YouTube Clip Hour,News,Mobile,1,False,26,M,Cali,2026-03-01,13
E005748,2026-01-30 10:26:00,U02462,TV,Radio Morning Drive,Documentary,Smart TV,15,False,28,F,Bogotá,2026-01-30,10
E005749,2026-03-19 08:22:00,U02676,DITU,Late Night Desk,Entertainment,Smart TV,12,True,51,M,Bogotá,2026-03-19,8
E005750,2026-03-08 11:57:00,U02210,DITU,Kids Club,Entertainment,Mobile,65,False,24,M,Medellín,2026-03-08,11
E005751,2026-01-26 15:11:00,U01037,DITU,Streaming Exclusive 01,Sports,Tablet,49,False,69,F,Bogotá,2026-01-26,15
E005752,2026-01-30 16:51:00,U03273,Portal,Streaming Exclusive 01,Documentary,Mobile,16,False,54,F,Bogotá,2026-01-30,16
E005753,2026-03-30 21:37:00,U04146,Portal,Kids Club,News,Tablet,13,False,32,F,Bogotá,2026-03-30,21
E005754,2026-03-27 19:07:00,U01523,YouTube,Radio Morning Drive,Sports,Smart TV,21,True,27,M,Bogotá,2026-03-27,19
E005755,2026-03-02 21:08:00,U02318,YouTube,Radio Morning Drive,Entertainment,Tablet,5,True,41,F,Medellín,2026-03-02,21
E005756,2026-01-04 06:47:00,U04464,Portal,Morning News Live,Documentary,Mobile,6,True,54,F,Medellín,2026-01-04,6
E005757,2026-01-21 15:58:00,U01033,DITU,YouTube Clip Hour,Entertainment,Mobile,15,False,59,F,Medellín,2026-01-21,15
E005758,2026-02-01 19:10:00,U02107,DITU,Prime Novela B,Sports,Smart TV,41,False,61,F,Other,2026-02-01,19
E005759,2026-02-18 05:36:00,U01348,TV,Radio Morning Drive,Documentary,Smart TV,16,False,57,M,Barranquilla,2026-02-18,5
E005760,2026-03-20 01:42:00,U01709,TV,YouTube Clip Hour,News,Desktop,38,False,30,F,Medellín,2026-03-20,1
E005761,2026-03-18 08:12:00,U02297,Radio,Kids Club,Novela,Radio set,41,False,25,F,Bogotá,2026-03-18,8
E005762,2026-01-25 15:57:00,U04615,Portal,Streaming Exclusive 01,Entertainment,Smart TV,5,False,49,M,Bucaramanga,2026-01-25,15
E005763,2026-01-10 18:54:00,U00063,DITU,Talk Show Central,Novela,Smart TV,35,False,37,F,Barranquilla,2026-01-10,18
E005764,2026-01-25 19:20:00,U01791,TV,Weekend Special,Novela,Mobile,14,False,50,F,Bogotá,2026-01-25,19
E005765,2026-01-22 04:16:00,U04330,YouTube,Talk Show Central,Entertainment,Radio set,11,True,67,F,Barranquilla,2026-01-22,4
E005766,2026-03-22 21:18:00,U00416,Radio,Radio Morning Drive,Kids,Smart TV,63,False,55,Other,Bogotá,2026-03-22,21
E005767,2026-01-02 06:46:00,U02533,Radio,Radio Morning Drive,Kids,Radio set,38,True,70,M,Bogotá,2026-01-02,6
E005768,2026-03-16 18:03:00,U00777,YouTube,Streaming Exclusive 01,Kids,Smart TV,7,False,41,F,Medellín,2026-03-16,18
E005769,2026-03-01 02:44:00,U02797,YouTube,Talk Show Central,Entertainment,Mobile,16,False,67,M,Other,2026-03-01,2
E005770,2026-01-10 12:27:00,U03572,TV,Morning News Live,Documentary,Smart TV,20,True,65,F,Bogotá,2026-01-10,12
E005771,2026-03-03 15:45:00,U03177,TV,Prime Novela B,Sports,Desktop,32,True,52,F,Bogotá,2026-03-03,15
E005772,2026-02-22 05:11:00,U02812,TV,Prime Novela A,Kids,Smart TV,29,True,32,F,Bogotá,2026-02-22,5
E005773,2026-01-01 08:04:00,U03714,YouTube,Match Night,Novela,Desktop,4,False,29,F,Cali,2026-01-01,8
E005774,2026-01-21 02:32:00,U02674,Radio,Portal Catch-up,Novela,Mobile,15,True,27,F,Bogotá,2026-01-21,2
